@relation 'NSL-KDD-completo-weka.filters.unsupervised.attribute.Remove-V-R4-6,12,26,29-30,37,42'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute logged_in numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute classe {normal,ataque}

@data
SF,8,0,0,0,1,0,0.51,ataque
SF,641,0,1,0,1,0,0.03,normal
SF,567,0,0,0,1,0,0.05,normal
REJ,0,0,0,0,0.09,0.08,0,ataque
OTH,0,0,0,0,1,0,0,ataque
SF,301,1779,1,0,1,0,0,normal
SF,43,133,0,0,1,0,0,normal
SF,354,3540,1,0,1,0,0.07,normal
SF,1032,0,0,0,1,0,0,ataque
SF,614,329,1,0,1,0,0,normal
SF,224,2649,1,0,1,0,0,normal
S0,0,0,0,1,0.1,0.07,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,259,749,1,0,1,0,0,normal
SF,42,108,0,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,323,609,1,0,1,0,0.03,normal
SF,30,0,0,0,1,0,0.5,normal
SF,383,0,0,0,1,0,0,normal
SF,316,354,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.11,normal
SF,42,116,0,0,1,0,0,normal
SF,288,726,1,0,1,0,0.02,normal
SF,277,56851,1,0,1,0,0.13,normal
SF,1807,454,1,0,1,0,0.01,normal
SF,45,138,0,0,1,0.01,0,normal
SF,1,0,0,0,0.04,0.19,0,ataque
SF,195,40975,1,0,1,0,0.05,normal
SF,208,2067,1,0,1,0,0,normal
SF,305,516,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,520,0,0,0,1,0,0,ataque
SF,884,0,1,0,1,0,0.04,normal
S0,0,0,0,1,0.04,0.07,0,ataque
SF,341,611,1,0,1,0,0.01,normal
S0,0,0,0,1,0,0.06,0,ataque
SF,264,2055,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,207,1511,1,0,1,0,0.03,normal
REJ,0,0,0,0,0.03,0.06,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
SF,324,10957,1,0,1,0,0,normal
S0,0,0,0,1,0.14,0.07,0,ataque
S0,0,0,0,1,0.25,0.06,0,ataque
S0,0,0,0,1,0.01,0.58,0,ataque
SF,205,1042,1,0,1,0,0.02,normal
S0,0,0,0,1,0.16,0.05,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,224,1636,1,0,1,0,0.04,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,241,702,1,0,1,0,0.04,normal
SF,802,329,1,0,1,0,0.01,normal
S0,0,0,0,1,0.13,0.06,0,ataque
S0,0,0,0,0.33,1,0,0.03,normal
SF,1030,0,1,0,1,0,0,normal
SF,105,146,0,0,0.33,1,0,normal
SF,255,37867,1,0,1,0,0,normal
SF,324,290,1,0.04,1,0,0,normal
S0,0,0,0,1,0.14,0.05,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
SF,1,0,0,0,0.06,0.29,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,244,515,1,0,1,0,0,normal
SF,252,0,1,0,1,0,0.03,normal
SF,4263,365,1,0,1,0,0.01,normal
SF,222,866,1,0,1,0,0.02,normal
SF,1363,0,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,1,0,0.24,normal
SF,211,1719,1,0,1,0,0.04,normal
SF,383,0,1,0,1,0,0,normal
S0,0,0,0,1,0.37,0.09,0,ataque
SF,225,2445,1,0,1,0,0.02,normal
SF,748,0,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,1,0,0,ataque
SF,298,711,1,0,1,0,0,normal
S0,0,0,0,1,0.18,0.05,0,ataque
SF,151,193,1,0,1,0,0.04,normal
SF,347,4960,1,0,1,0,0,normal
SF,293,259,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
SF,45,45,0,0,1,0,0,normal
SF,54540,8314,1,0,1,0,0,ataque
SF,48,48,0,0,0.2,0.4,0,normal
SF,216,710,1,0,1,0,0.02,normal
SF,758,330,1,0,1,0,0.02,normal
SF,423,705,1,0,1,0,0.04,normal
SF,146,0,0,0,1,0,0,normal
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,7162,0,0,0,1,0,0,normal
S0,0,0,0,1,0.17,0.07,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
SF,45,138,0,0,1,0,0,normal
S0,0,0,0,1,0.1,0.05,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,234,23776,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,105,146,0,0,1,0,0,normal
SF,292,2762,1,0,1,0,0,normal
SF,350,1483,1,0,1,0,0.02,normal
SF,231,844,1,0.05,1,0,0,normal
SF,44,44,0,0,1,0,0,normal
REJ,0,0,0,0,0,1,0,ataque
SF,1,0,0,0,0.18,0.14,0,ataque
SF,45,45,0,0,1,0,0,normal
S0,0,0,0,1,0.22,0.12,0,ataque
SF,30,30,0,0,1,0,0,normal
SF,2552,330,1,0,1,0,0,normal
SF,340,314,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.02,0.06,0,ataque
SF,204,1109,1,0,1,0,0.04,normal
SF,167,0,0,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,8,0,0,0,1,0,0.26,ataque
SF,0,4,0,0,1,0,0,normal
SF,309,390,1,0,1,0,0.04,normal
SF,43,0,1,0,1,0,0,normal
RSTO,0,0,0,0,0.09,0.07,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
REJ,0,0,0,0,0.05,0.06,0,ataque
SF,298,6515,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
SF,318,2965,1,0,1,0,0.01,normal
SF,223,5316,1,0,1,0,0.03,normal
SF,1,0,0,0,0.94,0.01,0,ataque
SF,319,9569,1,0,1,0,0.04,normal
SF,42,42,0,0,1,0,0,normal
SF,285,3005,1,0,1,0,0.05,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,146,0,0,0,0.5,1,0,normal
S0,0,0,0,1,0.09,0.07,0,ataque
SF,295,3350,1,0,1,0,0.01,normal
S0,0,0,0,0.5,1,0,0.03,normal
S0,0,0,0,1,0.04,0.06,0,ataque
REJ,0,0,0,0,0,1,0,ataque
S0,0,0,0,1,0.11,0.05,0,ataque
SF,1576,330,1,0,1,0,0.01,normal
SF,208,396,1,0,1,0,0.06,normal
SF,218,302,1,0,1,0,0.03,normal
SF,201,1058,1,0,1,0,0.01,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,54540,8314,1,0.25,1,0,0,ataque
S0,0,0,0,1,0.01,0.05,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
REJ,0,0,0,0,0.05,0.06,0,ataque
S0,0,0,0,1,0.13,0.05,0,ataque
SF,981,330,1,0,1,0,0.01,normal
SF,312,284,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,1,0,0,0,0.44,0.07,0,ataque
SF,218,1721,1,0,1,0,0,normal
SF,317,3245,1,0,1,0,0,normal
RSTO,0,0,0,0,0.08,0.06,0,ataque
SF,208,706,1,0,1,0,0,normal
SF,250,683,1,0,1,0,0,normal
S0,0,0,0,1,0.2,0.05,0,ataque
S0,0,0,0,1,1,0,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,210,105,1,0,1,0,0.05,normal
SF,46,46,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.02,0.08,0,ataque
SF,173,11889,1,0,1,0,0.06,normal
SF,1214,0,0,0,1,0,0,normal
SF,44,44,0,0,1,0,0,normal
SF,37,97,0,0,1,0,0,normal
SF,1348,331,1,0,1,0,0.03,normal
SF,230,27137,1,0,1,0,0.03,normal
SF,105,145,0,0,1,0,0,normal
SF,260,389,1,0,1,0,0.01,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.16,0.06,0,ataque
REJ,0,0,0,0,1,0,0.11,normal
REJ,0,0,0,0,0.01,0.07,0,ataque
SF,213,7203,1,0,1,0,0,normal
S0,0,0,0,1,0.1,0.07,0,ataque
SF,201,4080,1,0,1,0,0.03,normal
SF,45,111,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.05,0,ataque
SF,331,1907,1,0,1,0,0.04,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0,0.06,0,ataque
SF,985,332,1,0,1,0,0.01,normal
SF,284,5989,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.25,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
SF,269,10229,1,0,1,0,0.02,normal
SF,329,3432,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,43,74,0,0,1,0,0,normal
SF,241,774,1,0,1,0,0,normal
SF,290,3084,1,0,1,0,0.06,normal
S0,0,0,0,1,0.08,0.05,0,ataque
REJ,0,0,0,0,0.12,0.06,0,ataque
SF,350,280,1,0,1,0,0,normal
RSTO,0,0,0,0,0.04,0.07,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,260,774,1,0,1,0,0,normal
SF,1,0,0,0,0.07,0.79,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
RSTR,36256,5840,1,0,1,0,0,ataque
SF,45,130,0,0,1,0,0,normal
SF,246,0,1,0,1,0,0.14,ataque
SF,37,118,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.16,normal
SF,256,870,1,0,1,0,0.02,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,32,0,0,0,1,0,0.07,normal
SF,1381,340,1,0,1,0,0.01,normal
REJ,0,0,0,0,0.01,1,0,ataque
SF,810,326,1,0,1,0,0.02,normal
SF,227,392,1,0,1,0,0,normal
SF,242,198,1,0,1,0,0.01,normal
SF,334,0,1,0,1,0,0.07,ataque
SF,1077,331,1,0,1,0,0.01,normal
SF,105,146,0,0,0.2,0.4,0,normal
RSTO,0,0,0,0,0.05,0.07,0,ataque
S0,0,0,0,1,0.26,0.07,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.13,0.07,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.62,0.1,0.04,ataque
SF,237,4428,1,0,1,0,0.04,normal
SF,343,4154,1,0.2,1,0,0,normal
SF,147,105,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,715,329,1,0,1,0,0.06,normal
SF,202,4768,1,0,1,0,0,normal
SF,242,3189,1,0,1,0,0.02,normal
SF,142,26866,1,0,1,0,0.02,normal
S0,0,0,0,1,0.02,0.07,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
REJ,0,0,0,0,1,0,0.15,normal
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0.16,0.07,0,ataque
SF,22,75,0,0,0.5,1,0,normal
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.14,0.06,0,ataque
SF,425,0,0,0,1,0,0.05,normal
SF,641,0,1,0,0.5,0.75,0,normal
S0,0,0,0,1,0.1,0.06,0,ataque
SF,229,861,1,0,1,0,0,normal
SF,186,619,1,0,1,0,0.03,normal
SF,78,0,0,0,0.03,0.06,0,normal
S0,0,0,0,1,0.11,0.07,0,ataque
SF,78,0,0,0,0.08,0.08,0,normal
SF,1495,4152,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,44,128,0,0,1,0,0.01,normal
SF,1649,336,1,0,1,0,0.01,normal
SF,42,42,0,0,1,0,0,normal
SF,201,543,1,0,1,0,0.02,normal
S0,0,0,0,1,0.28,0.12,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,42,108,0,0,1,0,0,normal
SF,249,774,1,0,1,0,0,normal
SF,46,117,0,0,0.86,0.29,0,normal
SF,5336,0,1,0,1,0,0.02,normal
SF,44,132,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.05,0,ataque
SF,185,11380,1,0,0.5,1,0,normal
SF,338,11868,1,0,1,0,0.01,normal
SF,331,2512,1,0,1,0,0.1,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,42,42,0,0,1,0,0,normal
SF,285,12884,1,0,1,0,0,normal
SF,1187,411,1,0,1,0,0.02,normal
SF,227,498,1,0,1,0,0,normal
SF,0,5151385,0,0,1,0,0,ataque
REJ,0,0,0,0,1,0,0.02,normal
SF,30,0,0,0,1,0,0.44,normal
SF,185,7225,1,0,1,0,0.08,normal
SF,1,0,0,0,0.08,0.31,0,ataque
SF,28,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,239,546,1,0,1,0,0.01,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,318,8075,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,194,4218,1,0,1,0,0.01,normal
SF,328,2701,1,0.17,1,0,0.04,normal
S0,0,0,0,1,0.1,0.07,0,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,333,1384,1,0,1,0,0.01,normal
REJ,0,0,0,0,0.08,0.08,0,ataque
REJ,0,0,0,0,0.03,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,45,74,0,0,1,0,0,normal
S0,0,0,0,1,1,0,0,ataque
SF,417,7339,1,0,1,0,0,normal
SF,105,147,0,0,0.14,0.29,0,normal
S0,0,0,0,1,0.21,0.14,0,ataque
SF,44,73,0,0,1,0,0,normal
S0,0,0,0,1,0,0.06,0,ataque
SF,303,622,1,0,1,0,0.02,normal
S0,0,0,0,0.45,0.06,0.06,0,ataque
SF,257,125015,1,0,1,0,0.02,normal
S0,0,0,0,1,0.33,0.25,0,ataque
SF,357,2547,1,0,1,0,0,normal
SF,328,294,1,0,1,0,0,normal
SF,147,0,0,0,0.2,0.6,0,normal
SF,44,139,0,0,1,0,0,normal
S0,0,0,0,1,0.13,0.05,0,ataque
SF,271,10615,1,0,1,0,0.03,normal
SF,6,139,0,0,1,0,0.29,normal
SF,798,330,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.13,0.07,0,ataque
RSTO,0,0,0,0,0.06,0.07,0,ataque
S0,0,0,0,1,0.11,0.07,0,ataque
SF,696,363,1,0,1,0,0.02,normal
SF,349,2578,1,0,1,0,0.02,normal
S0,0,0,0,1,0.2,0.6,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.01,0.05,0,ataque
SF,231,2842,1,0.06,1,0,0.01,normal
SF,1544,479,1,0,1,0,0.05,normal
SF,28,0,0,0,1,0,0,ataque
SF,46,46,0,0,1,0,0,normal
SF,1480,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.03,0.07,0,ataque
SF,287,892,1,0,0.33,0.67,0,normal
SF,28,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.03,0.07,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
SF,236,13503,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.11,0.07,0,ataque
S0,0,0,0,1,0.17,0.06,0,ataque
SF,1032,0,0,0,1,0,0,ataque
RSTO,0,0,0,0,0.15,0.07,0,ataque
S0,0,0,0,1,0,0.07,0,ataque
S0,0,0,0,1,0.19,0.05,0,ataque
SF,187,312,1,0,1,0,0,normal
SF,172,0,1,0,1,0,0.06,normal
SF,198,1643,1,0,1,0,0.01,normal
SF,240,397,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,214,16564,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.06,0,ataque
SF,44,131,0,0,1,0,0,normal
SF,43,129,0,0,1,0,0,normal
SF,313,406,1,0,1,0,0.06,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,8,0,0,0,1,0,0.26,ataque
SF,334,0,1,0,1,0,0.12,ataque
RSTR,0,0,0,0,1,0,0,ataque
S1,5173,7962,1,1,1,0,0,normal
SF,1464,336,1,0,1,0,0.01,normal
SF,227,327,1,0,1,0,0.02,normal
REJ,0,0,0,0,0,1,0,ataque
SF,44,75,0,0,1,0,0,normal
SF,44,44,0,0,1,0,0,normal
REJ,0,0,0,0,0.11,0.07,0,ataque
SF,1249,303,1,0,1,0,0.03,normal
S0,0,0,0,1,0.03,0.09,0,ataque
SF,737,333,1,0,1,0,0.01,normal
REJ,0,0,0,0,0,1,0,ataque
SF,225,2599,1,0.14,1,0,0.02,normal
REJ,0,0,0,0,0,1,0,ataque
SF,1,0,0,0,0.06,0.11,0,ataque
SF,288,1376,1,0,1,0,0.01,normal
S0,0,0,0,1,0.05,0.1,0,ataque
SF,215,1080,1,0,1,0,0.05,normal
SF,201,1263,1,0,1,0,0.01,normal
S0,0,0,0,1,0.08,0.07,0,ataque
SF,343,12777,1,0,1,0,0.03,normal
SF,218,20131,1,0,1,0,0.01,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,145,105,0,0,1,0,0,normal
SF,236,35147,1,0,1,0,0.02,normal
SF,268,2974,1,0,1,0,0,normal
SF,42,129,0,0,1,0,0.01,normal
SF,1396,335,1,0,1,0,0.01,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,28,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.07,0.07,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
SF,316,1284,1,0,1,0,0.05,normal
S0,0,0,0,1,0.09,0.06,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
SF,1,0,0,0,0.32,0.1,0,ataque
REJ,0,0,0,0,1,0,1,ataque
SF,42,74,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,315,5323,1,0,1,0,0.04,normal
REJ,0,0,0,0,1,0,0.21,normal
SF,326,1380,1,0,1,0,0.04,normal
SF,210,626,1,0,1,0,0,normal
SF,241,2631,1,0,1,0,0,normal
SF,12715,1459,1,0,1,0,0.02,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,44,130,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,332,254,1,0,1,0,0.05,normal
REJ,0,0,0,0,0.01,1,0,ataque
S0,0,0,0,1,0.16,0.06,0,ataque
SF,30,0,0,0,1,0,0.19,normal
SF,252,331,1,0,1,0,0.04,normal
S0,0,0,0,1,0.17,0.5,0,ataque
SF,214,21815,1,0,1,0,0.07,normal
SF,232,347,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.04,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
SF,45,127,0,0,1,0,0,normal
S0,0,0,0,1,0.12,0.05,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
S0,0,0,0,1,0.15,0.06,0,ataque
SF,1210,2447,1,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,225,2445,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
REJ,0,0,0,0,1,0,0,normal
SF,45,135,0,0,1,0,0,normal
SF,234,1580,1,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.39,0.33,0,ataque
SF,10272,0,1,0,0.09,0.45,0,normal
SF,34,0,0,0,0.5,1,0.33,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,8,0,0,0,1,0,0.26,ataque
SF,46,128,0,0,0.99,0.03,0,normal
SF,333,2019,1,0,1,0,0,normal
S0,0,0,0,1,0.1,0.05,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,15722,0,1,0,1,0,0,normal
SF,324,3461,1,0,1,0,0.04,normal
SF,214,1651,1,0,1,0,0,normal
SF,1804,364,1,0,1,0,0,normal
SF,159,8391,1,0,1,0,0.01,normal
SF,0,1587,0,0.12,1,0,0,normal
SF,253,1001,1,0.5,1,0,0,normal
SF,333,406,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
SF,339,284,1,0,1,0,0,normal
SF,220,1158,1,0,1,0,0,normal
SF,171,3070,1,0,1,0,0.01,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,216,1722,1,0,1,0,0.03,normal
REJ,0,0,0,0,0.5,1,0,ataque
SF,232,12922,1,0,1,0,0,normal
S0,0,0,0,1,0.14,0.05,0,ataque
S0,0,0,0,1,0,0.06,0,ataque
S0,0,0,0,1,0.09,0.08,0,ataque
SF,123,0,0,0,0.33,0.33,0,normal
SF,233,1075,1,0,1,0,0,normal
SF,44,44,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.22,normal
SF,235,466,1,0,1,0,0.03,normal
SF,1895,336,1,0,1,0,0.01,normal
SF,315,599,1,0,1,0,0.02,normal
SF,250,2577,1,0,1,0,0.02,normal
SF,9,140,0,0,1,0,0.33,normal
SF,1987,333,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.05,0.05,0,ataque
S0,0,0,0,1,0.9,0.2,0,ataque
SF,222,1719,1,0,1,0,0,normal
SF,216,1735,1,0,1,0,0.01,normal
S0,0,0,0,1,1,0,0,ataque
SF,44,44,0,0,0.99,0.01,0,normal
REJ,0,0,0,0,0.05,0.06,0,ataque
RSTO,0,0,0,0,0.12,0.07,0,ataque
SF,46,46,0,0,1,0,0,normal
SF,249,677,1,0,1,0,0,normal
SF,214,1319,1,0,1,0,0,normal
SF,516,4,0,0,1,0,0,normal
SF,207,6463,1,0,1,0,0.05,normal
SF,1,0,0,0,0.11,0.22,0,ataque
SF,296,301,1,0,1,0,0.07,normal
RSTO,0,0,1,0,1,0,0,normal
SF,45,138,0,0,1,0,0,normal
SF,296,1497,1,0,1,0,0.03,normal
REJ,0,0,0,0,0.06,0.05,0,ataque
S0,0,0,0,1,0.17,0.05,0,ataque
SF,301,587,1,0,1,0,0.03,normal
S0,0,0,0,1,0.01,0.06,0,ataque
REJ,0,0,0,0,1,0,0.09,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,520,0,0,0,1,0,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.07,0,ataque
SF,44,138,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.09,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,1,0,0.03,normal
SF,236,327,1,0,1,0,0,normal
SF,289,12640,1,0,1,0,0.03,normal
SF,224,284,1,0,1,0,0.09,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,44,71,0,0,1,0,0,normal
SF,235,6225,1,0.15,1,0,0.11,normal
SF,168,4188,1,0,1,0,0.05,normal
SF,1032,0,0,0,1,0,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0,0.96,0,ataque
SF,340,283,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,316,1092,1,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,45,114,0,0,0.5,1,0,normal
SF,147,105,0,0,0.33,0.5,0,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,237,2431,1,0,1,0,0.01,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,26408,0,1,0,1,0,0.03,normal
S1,295,8227,1,0.5,1,0,0.01,normal
RSTO,0,0,1,0,1,0,0.01,normal
SF,45,75,0,0,1,0,0,normal
SH,0,0,0,1,1,0,0,ataque
S0,0,0,0,1,0.11,0.06,0,ataque
SF,45,77,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,216,2014,1,0,1,0,0.03,normal
SF,334,0,1,0,1,0,0.14,ataque
SF,294,885,1,0,1,0,0,normal
SF,373,0,1,0,1,0,0.02,normal
SF,1032,0,0,0,1,0,0,ataque
SF,254,4845,1,0,1,0,0.02,normal
SF,46,74,0,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,231,30262,1,0,1,0,0.02,normal
S0,0,0,0,1,0.03,0.07,0,ataque
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.19,0.07,0,ataque
SF,334,1394,1,0,1,0,0.01,normal
SF,330,7609,1,0,1,0,0.05,normal
S0,0,0,0,1,0.14,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,43,43,0,0,1,0,0,normal
SF,18,0,0,0,1,0,1,ataque
SF,935,336,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.26,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,46,122,0,0,0.99,0.02,0,normal
SF,323,1929,1,0,1,0,0.02,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,334,0,1,0,1,0,0.1,ataque
S0,0,0,0,1,0.24,0.06,0,ataque
SF,200,14512,1,0,1,0,0.03,normal
SF,8,0,0,0,1,0,0.51,ataque
REJ,0,0,0,0,0,0.95,0,ataque
SF,314,868,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.14,normal
SF,195,1946,1,0,1,0,0.02,normal
S0,0,0,0,1,0.01,0.07,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,318,1342,1,0,1,0,0,normal
S0,0,0,0,1,0,0.05,0,ataque
SF,643,330,1,0,1,0,0.02,normal
SF,245,22925,1,0,1,0,0.03,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,33,88,0,0,1,0,0.04,normal
SF,159,9275,1,0,1,0,0.04,normal
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.93,0.13,0,ataque
RSTO,0,0,0,0,0.04,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,299,908,1,0,1,0,0.01,normal
SF,207,2429,1,0,1,0,0.16,normal
SF,238,281,1,0,1,0,0,normal
REJ,0,0,0,0,0.01,1,0.18,ataque
S0,0,0,0,1,0.28,0.22,0,ataque
RSTO,0,0,0,0,0,0.07,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,216,1484,1,0,1,0,0,normal
SF,501760,0,1,0,1,0,0,normal
SF,45,45,0,0,1,0.01,0,normal
